news_title,news_content,news_source,news_pubtime,news_url
Olympics-Athletes in limbo as COVID-19 scuppers Tokyo Games qualification events,"... of the rescheduled Olympics in Tokyo but the cancellation of qualifying events... by the International Olympic Committee (IOC) to wrap up qualification, 25...",reuters,2021-3-11,https://www.reuters.com/article/idUSL4N2L83XO
Olympics-Australia swim trials calendar shift to reap Tokyo rewards - Rooney,... of the 2020 Olympics and former world champion Giaan Rooney said the move... could reap rich rewards in Tokyo after disappointments at London and Rio...,reuters,2021-6-15,https://www.reuters.com/article/idUSKCN2DS05A
Olympics-Team GB will be fully vaccinated before Tokyo 2020 - BOA,"... are fully vaccinated against COVID-19 ahead of next month's Tokyo... Olympics, the British Olympic Association (BOA) said on Tuesday...",reuters,2021-6-08,https://www.reuters.com/article/idUSKCN2DK2D9
Olympics-Coe says Tokyo organisers delivered on COVID-19 protocols,... chief Sebastian Coe on Wednesday gave Tokyo Olympic organisers high... on Wednesday as a dress rehearsal for the marquee Olympic event...,reuters,2021-5-05,https://www.reuters.com/article/idUSL4N2MS1M9
Olympics-Coe says Tokyo organisers delivered on COVID-19 protocols,... chief Sebastian Coe on Wednesday gave Tokyo Olympic organisers high... on Wednesday as a dress rehearsal for the marquee Olympic event...,reuters,2021-5-05,https://www.reuters.com/article/idUSL4N2MS1M9
Tokyo doctors call for cancellation of Olympic Games due to COVID-19,... thrown its weight behind calls to cancel the Tokyo Olympics saying...:\/\/www.reuters.com\/lifestyle\/sports\/tokyo-olympics-must-be-reconsidered...,reuters,2021-5-18,https://www.reuters.com/article/idUSKCN2CZ094
Iran's only female Olympic medallist to compete under white flag in Tokyo,"... and aims to compete in the Olympic Refugee Team under a white flag in Tokyo...ASCHAFFENBURG, Germany (Reuters) -     Iranian female Olympic medal...",reuters,2021-3-03,https://www.reuters.com/article/idUSKBN2AU21U
Olympics-Basketballer Cambage says 'I'm in' for Tokyo after race furore,"... at the Tokyo Games, backtracking on a threat to boycott the showpiece over... a lack of racial diversity in Australia's Olympic photo-shoots.\nCambage...",reuters,2021-5-10,https://www.reuters.com/article/idUSKBN2CS05H
Olympics-Briton Gemili to take a knee if he wins medal in Tokyo,"...May 21 (Reuters) - Adam Gemili said he would take a knee at the Tokyo... would break loose\"" if the International Olympic Committee (IOC...",reuters,2021-5-20,https://www.reuters.com/article/idUSL3N2N80MH
Runner in first leg of Olympics torch relay drops out - Tokyo 2020,"...TOKYO, March 24 (Reuters) - One of the first runners in the Tokyo... Olympics torch relay has dropped out of the event scheduled for Thursday...",reuters,2021-3-24,https://www.reuters.com/article/idUST9N2E5022
Postcards from Tokyo: light and shadow ahead of pandemic Olympics,...\nTOKYO (Reuters) -     The Tokyo Tower and other landmarks were lit... in special Olympic colours in April to mark 100 days before the Summer...,reuters,2021-6-21,https://www.reuters.com/article/idUSKCN2DX2HO
PREVIEW-Olympics-Tokyo tickets on the line in Adelaide swim-off,... swimmers are gearing up for an Olympics like no other in Tokyo next month... at the South Australia Aquatic Centre on Saturday with two tickets to Tokyo...,reuters,2021-6-11,https://www.reuters.com/article/idUSL3N2NT0JI
Olympics: Tokyo 2020 chief vows to revive public passion for Games,"...TOKYO (Reuters) -     Tokyo 2020 President Seiko Hashimoto promised... Olympics and \""turn their concerns into excitement.\""\nHashimoto, who took...",reuters,2021-3-05,https://www.reuters.com/article/idUSKBN2AX0ZP
Olympics-Tokyo 2020 chief vows to revive public passion for Games,"...TOKYO, March 5 (Reuters) - Tokyo 2020 President Seiko Hashimoto... Olympics and \""turn their concerns into excitement.\""\nHashimoto, who took...",reuters,2021-3-05,https://www.reuters.com/article/idUSL3N2L31UH
"Olympics-US swimmers King, Murphy heading to Tokyo to defend gold medals",...June 15 (Reuters) - Lilly King and Ryan Murphy are headed to Tokyo... to defend their Olympic titles after the two world record holders won...,reuters,2021-6-15,https://www.reuters.com/article/idUSL2N2NY032
"Olympics-No fireworks, little fanfare: Tokyo organisers mark six months to go","..., organisers of the Tokyo Olympics will mark six months to go on Saturday...By Jack Tarrant\nTOKYO, Jan 22 (Reuters) - With much of Japan under...",reuters,2021-1-21,https://www.reuters.com/article/idUSL8N2JU0SV
Olympics-IOC reallocates North Korea's qualification spots for Tokyo Games,"... places for next month's Tokyo Olympics were reallocated on Tuesday... after it decided not to attend the Games, the International Olympic...",reuters,2021-6-08,https://www.reuters.com/article/idUSL2N2NQ1RH
Tokyo Olympics must be 'reconsidered' due to Japan's failure to contain pandemic - report,"...By Rocky Swift\nTOKYO, April 16 (Reuters) - Japan's inability... to contain the COVID-19 pandemic means that plans to hold the Olympics...",reuters,2021-4-15,https://www.reuters.com/article/idUSL4N2M90XY
Olympics-Australia swimming boss questions Sun's Tokyo bid,"... is cleared to compete at the Olympics and performs well in the Tokyo pool..., Australia swimming chief Kieren Perkins said.\nThree-times Olympic gold...",reuters,2021-6-09,https://www.reuters.com/article/idUSKCN2DL0RF
Olympics-Equestrian veteran Hoy set for eighth Games at Tokyo,"... Olympic appearance, the most by an Australian, after he was named... in the country's team for the Tokyo Games on Friday.\nThree-times gold...",reuters,2021-6-25,https://www.reuters.com/article/idUSKCN2E10GH
Olympics-Swimming Australia eyes Plan B in case of Tokyo cancellation,"... for its athletes in case the Tokyo Olympics are cancelled, president... if she desperately wanted to swim at her fourth Olympics in Tokyo.\n\""I...",reuters,2021-1-23,https://www.reuters.com/article/idUSL4N2JY031
"Olympics-New Zealand fully committed to Tokyo Games, says NZOC president","...May 6 (Reuters) - The New Zealand Olympic Committee (NZOC) is fully... committed to the Tokyo Games this year, with planning progressing...",reuters,2021-5-06,https://www.reuters.com/article/idUSL1N2MT0LT
Olympics-Team GB confident Tokyo Games will go ahead,... on Wednesday he was confident the Tokyo Olympics would go ahead...,reuters,2021-1-13,https://www.reuters.com/article/idUSL8N2JO3H8
Olympics-Badminton champion Marin withdraws from Tokyo due to knee injury,"...MADRID, June 1 (Reuters) - Reigning women's singles Olympic badminton... champion Carolina Marin of Spain has withdrawn from the Tokyo games...",reuters,2021-6-01,https://www.reuters.com/article/idUSL3N2NJ2L0
Olympics: Drysdale's dream of third rowing gold in Tokyo dashed,... single sculls gold medal at the delayed Tokyo Olympics have been all... on hold to try to compete in his fifth Olympics but lost out...,reuters,2021-3-23,https://www.reuters.com/article/idUSKBN2BF0PM
"Factbox-Money, money, money: the cost of Tokyo's pandemic-delayed Olympics","... amid the coronavirus pandemic, the Tokyo Olympic Games that were...By Elaine Lies\nTOKYO (Reuters) -     Despite growing local opposition...",reuters,2021-6-10,https://www.reuters.com/article/idUSKCN2DM0RU
Samurai dance teacher moves online as Tokyo Olympics bans foreign spectators,....\nMinamoto had hoped his business would thrive during the Tokyo Olympics. He...By Irene Wang\nTOKYO (Reuters) -     There was a time when Koshiro...,reuters,2021-4-06,https://www.reuters.com/article/idUSKBN2BT1UX
Tokyo vaccination centre to offer shots to younger people as Olympics loom,"... Tokyo, Chiba is due to host four Olympic events - surfing, fencing... (Corrects Olympic cost estimate to more than $15 bln from $18 bln...",reuters,2021-6-10,https://www.reuters.com/article/idUSKCN2DM0HN
"Olympics: Beset by coronavirus wave, Tokyo's doctors lead push against the Games",...-tokyo-olympics-partner-calls-cancellation-games-2021-05-26 an editorial...\/sports\/tokyo-doctors-call-cancellation-olympic-games-due-covid-19-2021-05...,reuters,2021-5-26,https://www.reuters.com/article/idUSKCN2D70WV
"Olympics-Beset by coronavirus wave, Tokyo's doctors lead push against the Games",...-tokyo-olympics-partner-calls-cancellation-games-2021-05-26 an editorial...\/sports\/tokyo-doctors-call-cancellation-olympic-games-due-covid-19-2021...,reuters,2021-5-26,https://www.reuters.com/article/idUSL3N2ND0PN
"Three months before Olympics, Japan declares 'short' emergency in Tokyo","...By Chang-Ran Kim\nTOKYO (Reuters) -Japan declared \""short and powerful...\"" states of emergency for Tokyo, Osaka and two other prefectures...",reuters,2021-4-23,https://www.reuters.com/article/idUSKBN2C92Z7
Iran's only female Olympic medallist to compete under white flag in Tokyo,"... and aims to compete in the Olympic Refugee Team under a white flag in Tokyo...ASCHAFFENBURG, Germany (Reuters) -     Iranian female Olympic medal...",reuters,2021-3-03,https://www.reuters.com/article/idUSKBN2AU203
Olympics-Briton Gemili to take a knee if he wins medal in Tokyo,"...(Reuters) -     Adam Gemili said he would take a knee at the Tokyo... would break loose\"" if the International Olympic Committee (IOC) punishes...",reuters,2021-5-20,https://www.reuters.com/article/idUSKCN2D208I
Tokyo Olympics must be 'reconsidered' due to Japan's failure to contain pandemic - report,... the COVID-19 pandemic means that plans to hold the Olympics in Tokyo...By Rocky Swift\nTOKYO (Reuters) -     Japan's inability to contain...,reuters,2021-4-15,https://www.reuters.com/article/idUSKBN2C309Z
Olympics-Liverpool's Salah unlikely to play for Egypt at Tokyo Games,"...June 23 (Reuters) - Mohamed Salah is unlikely to join Egypt's Olympic... him to take part in the Tokyo games this summer, Egypt's FA chairman...",reuters,2021-6-23,https://www.reuters.com/article/idUSL2N2O51C4
Olympics-Tokyo Games next 'Free Solo' moment for climbing,"...By Steve Keating\nMarch 26 (Reuters) - The Olympics could take... result in death, but in a Tokyo arena where climbing will make its...",reuters,2021-3-26,https://www.reuters.com/article/idUSL1N2LO1PU
Iran's only female Olympic medallist to compete under white flag in Tokyo,"...ASCHAFFENBURG, Germany, March 2 (Reuters) - Iranian female Olympic... and aims to compete in the Olympic Refugee Team under a white flag...",reuters,2021-3-02,https://www.reuters.com/article/idUSL2N2L00YV
REFILE-Olympics-Basketballer Cambage says 'I'm in' for Tokyo after race furore,"... will play at the Tokyo Games, backtracking on a threat to boycott... the showpiece over a lack of racial diversity in Australia's Olympic photo-shoots...",reuters,2021-5-10,https://www.reuters.com/article/idUSL4N2MY0CX
"UPDATE 1-With 100 days to go, Tokyo scrambles to stage pandemic Olympics","... to host the Olympic Games eight years ago, it billed Tokyo as a reliable...,\"" said Hideki Hayakawa, director of Olympic coordination unit at Tokyo's...",reuters,2021-4-13,https://www.reuters.com/article/idUSL1N2M7066
Olympics-Australia starts vaccinating athletes ahead of Tokyo Games,"... and certainty\"" for their final preparations for the Tokyo Olympics... Olympic Committee's point man for the Tokyo Games, is \""very confident...",reuters,2021-5-10,https://www.reuters.com/article/idUSL4N2MX19J
Japan political 'village mentality' pierced as Tokyo Olympics Mori set to resign,"... from being a political asset seen as vital to the Tokyo Olympics...By Linda Sieg\nTOKYO, Feb 12 (Reuters) - In just a week...",reuters,2021-2-12,https://www.reuters.com/article/idUSL4N2KI0F4
Tokyo Olympics chief invokes power of sport on anniversary of disaster,"... said Tokyo's Olympic bid did not initially have the full support...TOKYO, March 11 (Reuters) - Tokyo 2020 President Seiko Hashimoto...",reuters,2021-3-10,https://www.reuters.com/article/idUSL1N2L907M
Olympics-Domestic sponsors agree to extend contracts for delayed Tokyo games,....\nThe Tokyo Olympics had originally been scheduled for 2020 but were...By Kiyoshi Takenaka\nTOKYO (Reuters) -     Tokyo 2020 organisers said...,reuters,2020-12-24,https://www.reuters.com/article/idUSKBN28Y0LT
Samurai dance teacher moves online as Tokyo Olympics bans foreign spectators,"....\nMinamoto had hoped his business would thrive during the Tokyo Olympics...By Irene Wang\nTOKYO, April 6 (Reuters) - There was a time when...",reuters,2021-4-05,https://www.reuters.com/article/idUSL4N2LY0UO
Tokyo Olympic torch staffer becomes event's 1st COVID-19 infection,"...TOKYO, April 22 (Reuters) - A police officer helping with Japan's... Olympic Torch relay has become the first participant in the event...",reuters,2021-4-22,https://www.reuters.com/article/idUSL4N2MF20K
"Olympics-Britain to have mental health support for athletes, staff at Tokyo",... specialists at the Tokyo Olympics to offer support to their athletes and staff...-specialists-will-monitor-team-gb-athletes-in-tokyo-zrckf3hvw newspaper reported...,reuters,2021-6-04,https://www.reuters.com/article/idUSL3N2NM10D
"Olympics: Britain to have mental health support for athletes, staff at Tokyo",... at the Tokyo Olympics to offer support to their athletes and staff...-will-monitor-team-gb-athletes-in-tokyo-zrckf3hvw newspaper reported...,reuters,2021-6-04,https://www.reuters.com/article/idUSKCN2DG0D9
"Olympics-Britain to have mental health support for athletes, staff at Tokyo",... at the Tokyo Olympics to offer support to their athletes and staff...-will-monitor-team-gb-athletes-in-tokyo-zrckf3hvw newspaper reported...,reuters,2021-6-04,https://www.reuters.com/article/idUSKCN2DG0D2
Gymnastics-Nagornyy vaults into Tokyo Olympics as gold medal favourite,"... and flashing his infectious smile. \nBut when discussing the Tokyo Olympics..., the world all-around champion gymnast, comes into his second Olympics...",reuters,2021-6-01,https://www.reuters.com/article/idUSKCN2DD2X8
"Olympics-No spectators 'least risky' option for Tokyo 2020, experts say","...By Sakura Murakami, Rocky Swift and Linda Sieg\nTOKYO (Reuters... at the Olympics was the least risky option for holding the Games, even...",reuters,2021-6-18,https://www.reuters.com/article/idUSKCN2DT2S6
INTERVIEW-Olympics-Tokyo 2020 chief expects vaccine rollout to aid Games,"... from the start of the rearranged Olympics, Tokyo 2020 CEO Toshiro...By Jack Tarrant and Hideto Sakai\nTOKYO, Jan 22 (Reuters) - Six months...",reuters,2021-1-21,https://www.reuters.com/article/idUSL1N2JW10F
Factbox: Olympic organisers unveil new COVID-19 measures for Tokyo Games,"...TOKYO (Reuters) -     Olympic officials on Wednesday unveiled... published in a \""playbook\"" by the Tokyo Olympic organisers...",reuters,2021-2-03,https://www.reuters.com/article/idUSKBN2A31SE
Rowing-Double Olympic champion Glover secures ticket to Tokyo,...) - Britain's double Olympic rowing champion Helen Glover secured her ticket... to Tokyo on Wednesday as a 34-year-old mother of three and said it felt...,reuters,2021-6-09,https://www.reuters.com/article/idUSL3N2NR2EY
"With 100 days to go, Tokyo scrambles to stage pandemic Olympics","... (of the Tokyo Olympics to 2021), and it has been a major ordeal for humanity...By Sakura Murakami, Elaine Lies and Kiyoshi Takenaka\nTOKYO (Reuters...",reuters,2021-4-14,https://www.reuters.com/article/idUSKBN2C103A
Olympics-70% of Japanese want Tokyo Games cancelled or delayed - poll,"... the Tokyo Olympics to be cancelled or delayed as the coronavirus pandemic...TOKYO, April 12 (Reuters) - More than 70% of people in Japan want...",reuters,2021-4-12,https://www.reuters.com/article/idUSL1N2M50Q4
Olympics-NZ women's soccer coach Sermanni to leave after Tokyo Games,"... will step down after the Tokyo Olympics, the country's governing body (NZF... go to Tokyo 100% focused on performing to our absolute best as we test...",reuters,2021-6-10,https://www.reuters.com/article/idUSKCN2DM0UY
Olympics-USATF says vaccines not mandatory for Tokyo-bound athletes,... before the Tokyo Olympics but it will be compulsory for all staff... will be allowed at the Tokyo Olympics but they are still working through...,reuters,2021-6-08,https://www.reuters.com/article/idUSKCN2DK25L
CORRECTED-Olympics-USATF says vaccines not mandatory for Tokyo-bound athletes,... COVID-19 before the Tokyo Olympics but it will be compulsory for all... will be allowed at the Tokyo Olympics but they are still working through...,reuters,2021-6-08,https://www.reuters.com/article/idUSL2N2NQ1R9
Gymnastics-Malone closes in on Tokyo ticket at U.S Olympic trials,"... Olympic gymnastics trials on Thursday, as the Tokyo men's team began... finisher after Day 2 on Saturday locks up an Olympic spot.\nSecond...",reuters,2021-6-24,https://www.reuters.com/article/idUSKCN2E109O
Olympics-Uganda team coach arriving in Tokyo had Delta coronavirus variant,...By Daniel Leussink and Chang-Ran Kim\nTOKYO (Reuters) -A member... of the Ugandan Olympic team who tested positive for the coronavirus upon...,reuters,2021-6-25,https://www.reuters.com/article/idUSKCN2E10BJ
FACTBOX-Key issues as Tokyo marks 100 days until Olympics,"...TOKYO, April 14 (Reuters) - The countdown to the Tokyo Olympics hit... OLYMPICS?\nThe Olympics are scheduled for July 23 to Aug. 8...",reuters,2021-4-13,https://www.reuters.com/article/idUSL4N2M522S
EXCLUSIVE-Olympics-COVID cuts hit anti-doping program at Tokyo Games,... for the Tokyo Olympics have been cut due to COVID-19 but the core... Reuters in an email.\nThe Tokyo Olympics will be the first where anti...,reuters,2021-4-14,https://www.reuters.com/article/idUSL1N2M62T9
Exclusive: Olympics-COVID cuts hit anti-doping program at Tokyo Games,... for the Tokyo Olympics have been cut due to COVID-19 but the core management... in an email.\nThe Tokyo Olympics will be the first where anti-doping...,reuters,2021-4-14,https://www.reuters.com/article/idUSKBN2C12GA
Tokyo governor says best case for Olympics is with venues full of spectators,"...TOKYO, Nov 24 (Reuters) - Tokyo Governor Yuriko Koike said on Tuesday... the best case scenario for the Summer Olympics next year is to have...",reuters,2020-11-24,https://www.reuters.com/article/idUSL4N2IA07J
Olympics-NBA to cut season to allow players to compete in Tokyo - IOC,"... best league to compete in next year's Tokyo Olympic Games... at the Olympic Games in Tokyo.\n\""This is what the players want. This is what...",reuters,2020-11-11,https://www.reuters.com/article/idUSL1N2HX1PB
Olympics-Canadian athletes to have vaccine access before Tokyo Games,"... competing at this year's Tokyo Olympics will have access to COVID-19... vaccines before they head to the global event, the Canadian Olympic...",reuters,2021-4-30,https://www.reuters.com/article/idUSL1N2MN304
Olympics-Ledecky completes Tokyo to-do list qualifying in 800 at U.S. trials,...June 19 (Reuters) - Katie Ledecky completed her Tokyo Games to-do... list with a win in the 800 metres freestyle at the U.S. Olympic swimming...,reuters,2021-6-19,https://www.reuters.com/article/idUSL2N2O200R
Olympics-Ledecky completes Tokyo to-do list qualifying in 800 at U.S. trials,...(Reuters) -     Katie Ledecky completed her Tokyo Games to-do list... with a win in the 800 metres freestyle at the U.S. Olympic swimming...,reuters,2021-6-19,https://www.reuters.com/article/idUSKCN2DW025
Florida offers to replace Tokyo as Olympics host - state official,... it is committed to having the Olympic Games in Tokyo this year.\nGiven all... the International Olympic Committee (IOC) to consider relocating the 2021 Games...,reuters,2021-1-26,https://www.reuters.com/article/idUSKBN29V2D5
UPDATE 1-Olympics-Tokyo organisers to bar most international volunteers,"...) - Tokyo Olympic organisers said on Monday that Japan would not allow...(Adds quote, background)\nBy Chris Gallagher\nTOKYO, March 22 (Reuters...",reuters,2021-3-22,https://www.reuters.com/article/idUSL1N2LK0N5
"Olympics: Athletes’ Village must be safest place in Tokyo, IOC official says","... must be the safest place in Tokyo during next year's Olympics....\nOver 11,000 athletes are expected to descend on Tokyo for the Olympics...",reuters,2020-11-18,https://www.reuters.com/article/idUSKBN27Y1QD
"Tokyo Olympics chief retracts sexist comments, refuses to resign",...By Sakura Murakami\nTOKYO (Reuters) -     Tokyo Olympics chief Yoshiro... Tokyo Olympics board would have to decide on any resignation by Mori...,reuters,2021-2-04,https://www.reuters.com/article/idUSKBN2A407J
"To hold, or not to hold: Tokyo residents torn two months before Olympics","... of a traditional sweet shop in Tokyo, said he wants the Olympics to be held...By Kim Kyung Hoon and Elaine Lies\nTOKYO (Reuters) -     The Tokyo...",reuters,2021-5-21,https://www.reuters.com/article/idUSKCN2D12T3
Olympics-Parched Tokyo residents criticise reported alcohol sales plan,"...By Sam Nussey\nTOKYO (Reuters) -Olympic organisers plan to allow... the sale of alcohol to Tokyo 2020 spectators, Kyodo News reported...",reuters,2021-6-22,https://www.reuters.com/article/idUSKCN2DY07C
Olympics-I was done but something changed - Tokyo allure irresistible to Brownlee,"... was done with the Olympics. Having won triathlon gold in London... in 2012 and Rio de Janeiro four years later, Tokyo, even with the event...",reuters,2021-4-15,https://www.reuters.com/article/idUSL1N2M70T9
Olympics: I was done but something changed - Tokyo allure irresistible to Brownlee,"... was done with the Olympics. Having won triathlon gold in London in 2012... and Rio de Janeiro four years later, Tokyo, even with the event delayed...",reuters,2021-4-15,https://www.reuters.com/article/idUSKBN2C22L3
Florida offers to replace Tokyo as Olympics host - state official,... it is committed to having the Olympic Games in Tokyo this year.\nGiven all... the International Olympic Committee (IOC) to consider relocating the 2021 Games...,reuters,2021-1-26,https://www.reuters.com/article/idUSKBN29V2D3
Japan PM Suga says will work closely with IOC to host Tokyo Olympics,"... Committee (IOC) to host the Tokyo Olympics next year, following...TOKYO, Nov 16 (Reuters) - Japanese Prime Minister Yoshihide Suga said...",reuters,2020-11-15,https://www.reuters.com/article/idUST9N2F2029
"Asahi daily, an official Tokyo Olympics partner, urges Games cancellation",...\/article\/olympics-2020-epidemiologist\/olympics-absurd-to-stage-tokyo-games...By Chang-Ran Kim and Elaine Lies\nTOKYO (Reuters) -Japanese newspaper...,reuters,2021-5-26,https://www.reuters.com/article/idUSKCN2D700B
Factbox: Olympic organisers unveil new COVID-19 measures for Tokyo Games,"...TOKYO (Reuters) -     Olympic officials on Wednesday unveiled... published in a \""playbook\"" by the Tokyo Olympic organisers...",reuters,2021-2-03,https://www.reuters.com/article/idUSKBN2A31SA
FACTBOX-Olympic organisers unveil new COVID-19 measures for Tokyo Games,"...TOKYO, Feb 3 (Reuters) - Olympic officials on Wednesday unveiled... published in a \""playbook\"" by the Tokyo Olympic organisers...",reuters,2021-2-03,https://www.reuters.com/article/idUSL1N2K90JR
Olympics-Badminton champion Marin withdraws from Tokyo due to knee injury,"...MADRID (Reuters) -     Spain's Olympic women's singles badminton... her crown in Tokyo due to a knee injury.\nMarin, a five-time European...",reuters,2021-6-01,https://www.reuters.com/article/idUSKCN2DD2ZF
Athletics-Olympic champion McNeal's Tokyo ticket hinges on appeal,"...June 20 (Reuters) - Reigning Olympic 100 metres hurdles champion... to compete in the U.S. Olympic trials, where she finished second in the 100m...",reuters,2021-6-20,https://www.reuters.com/article/idUSL2N2O304Q
Olympics-German athletes body challenges IOC ban on protests at Tokyo Games,... or lifting a fist in support of racial equality during the Tokyo Olympics....\nThe International Olympic Committee's (IOC) Rule 50 forbids any kind...,reuters,2021-4-22,https://www.reuters.com/article/idUSL4N2MF2WP
Olympics-White House stands by Tokyo Games as COVID surges,... Tokyo's efforts to hold a safe Olympics.\nBut a fourth wave of novel...) -The White House on Tuesday reaffirmed its support for Tokyo's plan to hold...,reuters,2021-5-25,https://www.reuters.com/article/idUSKCN2D623C
Olympics-Tokyo organisers bid to allay Sapporo test event concerns,"...By Chris Gallagher\nSAPPORO, Japan, May 4 (Reuters) - Tokyo Olympic... in Tokyo but the International Olympic Committee (IOC) surprised Games...",reuters,2021-5-04,https://www.reuters.com/article/idUSL4N2MR2B1
Gymnastics-Malone closes in on Tokyo ticket at U.S Olympic trials,"... Olympic gymnastics trials on Thursday, as the Tokyo men's team began... place finisher after Day 2 on Saturday locks up an Olympic spot.\nSecond...",reuters,2021-6-24,https://www.reuters.com/article/idUSL2N2O7039
"Japan to keep foreign spectators away from Tokyo Olympics, sources say","... has decided to stage this summer's Tokyo Olympics and Paralympics...) will be able to attend (the Tokyo Olympics), of course it would be better...",reuters,2021-3-09,https://www.reuters.com/article/idUSKBN2B11F9
"Olympics-Ledecky takes care of business, books ticket to Tokyo",... ticket to Tokyo on Monday with yet another dominating win in the 400... metres freestyle at the U.S. Olympic swimming trials.\nThe world record...,reuters,2021-6-14,https://www.reuters.com/article/idUSL2N2NX02W
Japan political 'village mentality' pierced as Tokyo Olympics Mori resigns,"... being a political asset seen as vital to the Tokyo Olympics' success...By Linda Sieg\nTOKYO (Reuters) -     In just a week, the metamorphosis...",reuters,2021-2-12,https://www.reuters.com/article/idUSKBN2AC0DE
UPDATE 2-Olympics-IOC says it is fully committed to staging Tokyo Games,"... to the successful organisation of the Tokyo Summer Olympics this year, despite... the International Olympic Committee was fully committed...",reuters,2021-1-27,https://www.reuters.com/article/idUSL1N2K2206
"Olympics-Federations' finances hit by Tokyo delay, but no bankruptcy fears","... of the Tokyo Olympics by a year, but even if the Games were cancelled...By Karolos Grohmann\nBERLIN, Jan 28 (Reuters) - The 28 Olympic sports...",reuters,2021-1-28,https://www.reuters.com/article/idUSL8N2K31XU
S.Korea begins vaccinating athletes against coronavirus ahead of Tokyo Olympics,...\nand coaches travelling to Tokyo for the Olympics this year will\nreceive....\nOrganisers of the Tokyo 2020 Olympics rolled out stricter...,reuters,2021-4-29,https://www.reuters.com/article/idUSL4N2MM0SR
"Olympics-Brazil to start vaccinating athletes, staff headed to Tokyo Games",...(Reuters) -     Brazilian athletes and staff travelling to Tokyo... for the Olympics will receive COVID-19 vaccines with the first doses set...,reuters,2021-5-12,https://www.reuters.com/article/idUSKBN2CT19B
UPDATE 2-Olympics-Australia aiming to vaccinate athletes before Tokyo Games,"... before they head to the Tokyo Games, federal sport minister Richard... be conceivable that Olympic athletes, for example, we'll get to them before...",reuters,2021-1-28,https://www.reuters.com/article/idUSL1N2K30BG
Olympics-80% want Tokyo Games cancelled or delayed - Japanese survey,"... this year's Tokyo Olympics should be cancelled or delayed as worries mount about...TOKYO, Jan 10 (Reuters) - About 80% of people in Japan say...",reuters,2021-1-10,https://www.reuters.com/article/idUSL4N2JL072
"Waiting for Tokyo: How 110,000 Olympic volunteers put their lives on hold","...By Elaine Lies\nTOKYO -     More than 110,000 Olympic volunteers had... in an experience of a lifetime. Instead, the unsung backbone of any Olympics...",reuters,2021-3-08,https://www.reuters.com/article/idUSKBN2B00QH
Olympics-Team GB will be fully vaccinated before Tokyo 2020 - BOA,"... are fully vaccinated against COVID-19 ahead of next month's Tokyo... Olympics, the British Olympic Association (BOA) said on Tuesday...",reuters,2021-6-08,https://www.reuters.com/article/idUSKCN2DK2D9
FEATURE-Olympics-Athletes want their chance to shine at Tokyo Games,"... the political, financial and health implications of holding the Tokyo Olympics... Garnbret, who hopes to bag the first Olympic climbing gold medal in Tokyo...",reuters,2021-1-28,https://www.reuters.com/article/idUSL1N2K30R7
"Olympics-Tokyo can mark pandemic turning point despite concerns, says Swedish Olympic boss","...By Philip O'Connor\nSTOCKHOLM, May 19 (Reuters) - The Tokyo Olympics....\n\""I think that Tokyo 2020 and IOC (International Olympic Committee...",reuters,2021-5-19,https://www.reuters.com/article/idUSXXN2N600M
"Olympics-Under close supervision, Tokyo welcomes foreign divers to test event","... sets to Japan.\nThe Tokyo Olympics, delayed by a year because...By Chris Gallagher and Rocky Swift\nTOKYO (Reuters) -Diving...",reuters,2021-5-01,https://www.reuters.com/article/idUSKBN2CI32G
Olympics-Australia swim trials calendar shift to reap Tokyo rewards - Rooney,... of the 2020 Olympics and former world champion Giaan Rooney said the move... could reap rich rewards in Tokyo after disappointments at London and Rio...,reuters,2021-6-15,https://www.reuters.com/article/idUSKCN2DS05A
Olympics-Tokyo organisers could choose new president this week - report,"...TOKYO, Feb 15 (Reuters) - Tokyo Olympic organisers could choose... if there is a large number of candidates, Nippon TV said.\nThe Summer Olympics...",reuters,2021-2-14,https://www.reuters.com/article/idUSL1N2KK0PR
Olympics-Spanish athletes to receive vaccine before heading to Tokyo,"...MADRID, May 6 (Reuters) - All Spanish athletes competing at the Tokyo... Olympics will be vaccinated against COVID-19 before travelling...",reuters,2021-5-06,https://www.reuters.com/article/idUSL1N2MT1NU
"Olympics-Grand Slam box ticked, Thiem targets Tokyo podium",... on the podium at the Tokyo Olympics.\nThe 27-year-old lost three Grand... Olympics in 2016 and was set to miss Tokyo due to scheduling issues...,reuters,2020-11-27,https://www.reuters.com/article/idUSL4N2ID1IN
Athletics-Olympic champion McNeal's Tokyo ticket hinges on appeal,"...(Reuters) -     Reigning Olympic 100 metres hurdles champion Brianna... in the U.S. Olympic trials, where she finished second in the 100m...",reuters,2021-6-20,https://www.reuters.com/article/idUSKCN2DX08X
Olympics-Britain to send 'strongest ever' swimming team to Tokyo,"... swimming team to the 2020 Tokyo Olympics after announcing an initial... squad of 28 on Tuesday, officials said.\nReigning Olympic 100m breaststroke...",reuters,2021-4-27,https://www.reuters.com/article/idUSL4N2MK30Y
"Olympics-Tokyo can mark pandemic turning point despite concerns, says Swedish Olympic boss","...By Philip O'Connor\nSTOCKHOLM (Reuters) -     The Tokyo Olympics can....\n    \""I think that Tokyo 2020 and IOC (International Olympic...",reuters,2021-5-19,https://www.reuters.com/article/idUSKCN2D01D1
