news_title,news_content,news_source,news_pubtime,news_url
"Stranded in Japan, South Sudan athletes keep Olympic dreams alive","The postponement of the Tokyo 2020 Olympics was a heavy blow for many athletes, but a team of South Sudanese sprinters training in a Japanese town are hoping to turn the delay to their advantage. The four athletes and a coach have been in the city of Maeb...",Yahoo News,2020/4/9,https://news.yahoo.com/stranded-japan-south-sudan-athletes-keep-olympic-dreams-023526439--oly.html
Rugby-Love Island winner O'Shea gave up "celebrity lifestyle" for Olympic dream,"Ireland's rugby sevens player Greg O'Shea says he has no regrets over giving up a celebrity lifestyle after winning the hit dating show ""Love Island"" to focus on pursuing his dream of qualifying for the Tokyo Olympics. O'Shea, who won ...",Yahoo News,2020/4/9,https://news.yahoo.com/rugby-love-island-winner-oshea-110547139.html
Tokyo Olympics CEO Toshiro Muto Says 'No Guarantee' Games Happen in 2021,Tokyo organizing committee CEO Toshiro Muto said Friday he can't guarantee the 2021 Summer Olympics will take place after being delayed from 2020 because of the coronavirus pandemic......,Bleacher Report,2020/4/10,https://bleacherreport.com/articles/2885993-tokyo-olympics-ceo-toshiro-muto-says-no-guarantee-games-happen-in-2021
New Date for Tokyo 2020 Still Uncertain,"Tokyo Olympics organizers are focusing on their new Games start date in 2021, they stressed on Friday ！ even if the coronavirus outbreak complicates preparations for the remade extravaganza.Last month, the International Olympic Committee and the Jap...",Newsmax,2020/4/10,https://www.newsmax.com/newsfront/tokyo-olympics-reschedule/2020/04/10/id/962304/
History's olympic hurdles,"The 2020 Tokyo Olympics has been delayed. But, as Archie Henderson explains, it's not the first time for the city nor for other host nations...",Business Live,2020/4/14,https://www.businesslive.co.za/fm/life/sport/2020-04-09-historys-olympic-hurdles/
Tokyo Has No 'Plan B' If Olympics Need To Be Postponed Again,TOKYO (AP) ！ There is no "Plan B" for the Olympics if they need to be postponed again because of......,Talking Points Memo,2020/4/14,https://talkingpointsmemo.com/news/tokyo-has-no-plan-b-if-olympics-need-to-be-postponed-again
Tokyo Olympics Spokesman: No 'B Plan' for Another COVID-19 Postponement,"The Tokyo Olympics were postponed from July 2020 to July 2021 last month because of the COVID-19 pandemic, marking the first time the Games have been postponed, so it makes sense that there is still some uncertainty surrounding the event......",Bleacher Report,2020/4/14,https://bleacherreport.com/articles/2886540-tokyo-olympics-spokesman-no-b-plan-for-another-covid-19-postponement
Reuters Sports News Summary,"The postponement of the Tokyo Olympics will allow athletes banned until 2020 to qualify for the Games next year as doping bans are based on time periods and not events, Athletics Integrity Unit (AIU) head Brett Clothier told Reuters. Last month, the Inter...",Yahoo News,2020/4/18,https://news.yahoo.com/reuters-sports-news-summary-075748834.html
Olympics-Too early to worry coronavirus will further delay Tokyo Games,"It is premature to think the novel coronavirus outbreak will further delay the Tokyo Olympics, which have already been postponed a year, Brian McCloskey, an expert on global health security and outbreak prevention told Reuters. Under increasing pressure f...",Yahoo News,2020/4/18,https://news.yahoo.com/olympics-too-early-worry-coronavirus-195233446.html
Japanese virus expert pessimistic Tokyo will be able to host Olympics in 2021,A professor of infectious diseases at Japan's Kobe University said on Monday that he is "very pessimistic" about the likelihood of the postponed Tokyo Olympics taking place in July 2021....,The Hill,2020/4/20,https://thehill.com/policy/international/asia-pacific/493632-japanese-virus-expert-pessimistic-tokyo-will-be-able-to
Japanese Scientist Is 'Very Pessimistic' Olympics Will Happen Next Year,TOKYO (AP) ！ A Japanese professor of infectious disease says he is "very pessimistic" the postponed Tokyo Olympics can open......,Talking Points Memo,2020/4/20,https://talkingpointsmemo.com/news/japan-scientist-olympics-pessimistic
"The Tokyo Olympics are reportedly already running double the official $12.6 billion cost, and the postponement could add another $2.7 billion","The Tokyo Olympics have been postponed until 2021, and the cost of hosting them is only going up for Japan....",Business Insider Australia,2020/4/21,https://www.businessinsider.com.au/tokyo-olympics-cost-delay-double-official-2020-4
"The Tokyo Olympics are reportedly already running double the official $12.6 billion cost, and the postponement could add another $2.7 billion","According to The Associated Press, a government audit found that the cost of the Tokyo Olympics is double the official $12.6 billion cost. Japanese news agency...",Business Insider India,2020/4/21,https://www.businessinsider.in/sports/news/the-tokyo-olympics-are-reportedly-already-running-double-the-official-12-6-billion-cost-and-the-postponement-could-add-another-2-7-billion/articleshow/75282419.cms
Olympics-Tokyo 2020 organising committee member contracts coronavirus,The Tokyo 2020 Olympics and Paralympics Organising Committee said on Wednesday a member of the organisation has tested positive for the new coronavirus. "The organizing committee has identified those who have had close contact with the patient and ent...,Yahoo News,2020/4/22,https://news.yahoo.com/olympics-tokyo-2020-organising-committee-031705182.html
"Impossible to delay Olympics again, says Tokyo chief","The Tokyo 2020 Olympics cannot be delayed beyond the year-long postponement already forced by the coronavirus outbreak, the organising committee's president has warned in comments published Thursday. Tokyo 2020 president Yoshiro Mori said there is ...",Yahoo News,2020/4/23,https://news.yahoo.com/impossible-delay-olympics-again-says-tokyo-chief-052253510--oly.html
Cycling-Tokyo delay means end of line for New Zealander Dawkins,"For most athletes a 12-month delay for the Tokyo Olympics was frustrating but for Eddie Dawkins, New Zealand's most successful track cyclist, it convinced him to call time on his career. Three-time world champion Dawkins had eyed a medal in Tokyo this...",Yahoo News,2020/4/24,https://news.yahoo.com/cycling-tokyo-delay-means-end-135718694.html
Banned swimmer's reported breach,The World Anti-Doping Agency demanded answers Friday after reports that Chinese swimming star Sun Yang was called up for national training for the Tokyo Olympics in an apparent breach of his doping ban....,news.com.au,2020/4/24,https://www.news.com.au/sport/sports-life/wada-search-for-answers-after-sun-yang-listed-on-chinas-national-training-team/news-story/28790b6ba4c3aefdc066dc88fc20bde0
Swimming-Delay will make Titmus stronger for Ledecky showdown-coach,Ariarne Titmus's coach believes the postponement of the Olympics will be a "positive" for the young Australian world champion as she prepares to face American Katie Ledecky in a tantalising Tokyo showdown. The Tasmanian teenager stunned the sw...,Yahoo News,2020/4/25,https://news.yahoo.com/swimming-delay-titmus-stronger-ledecky-031644129.html
"Tokyo Olympics: Questions, few answers in face of pandemic","The Tokyo Olympics were postponed a month ago. In the face of the coronavirus pandemic, will the Olympics really start in 15 months? TV broadcasters and sponsors provide 91% of the income for the International Olympic Committee....",Yahoo News,2020/4/27,https://news.yahoo.com/tokyo-olympics-questions-few-answers-053532379.html
Tokyo Olympics next year difficult without vaccine says ...,HEALTH CORONAVIRUS/OLYMPICS (UPDATE 1):UPDATE 1-Tokyo Olympics next year difficult without vaccine says Japanese medical association chief...,Thomson Reuters Foundation,2020/4/28,https://news.trust.org/item/20200428010421-eq05e
Postponed Tokyo Olympics to be canceled if pandemic continues through next year,"The top official responsible for the Tokyo Olympics, which have been postponed to 2021 over coronavirus concerns, said that the event will be canceled altogether if the pandemic is not under control by then....",Washington Examiner,2020/4/28,https://www.washingtonexaminer.com/news/postponed-tokyo-olympics-to-be-canceled-if-pandemic-continues-through-next-year
Organizer says Tokyo Olympics could be cancelled if pandemic stretches through 2021,The organizer of the Tokyo Olympics said in a new interview that the already delayed summer games could be cancelled if the coronavirus pandemic prevents them from being held in 2021....,The Hill,2020/4/28,https://thehill.com/policy/international/asia-pacific/494978-organizer-says-tokyo-olympics-could-be-cancelled-if
Experts Warn Tokyo Olympics May Not Be Possible Without A Vaccine,TOKYO (AP) ！ The medical community in Japan is moving toward a consensus that holding next year's Tokyo Olympics may......,Talking Points Memo,2020/4/28,https://talkingpointsmemo.com/news/tokyo-olympics-coronavirus-vaccine
Tokyo Olympics President: Games Would be Canceled Rather Than Pushed to 2022 if Virus Still a Threat,"If the coronavirus still remains a threat to public safety by next summer, the Tokyo Olympics would be canceled outright rather than be pushed to 2022....",The Wrap,2020/4/28,https://www.thewrap.com/tokyo-olympics-president-games-would-be-canceled-rather-than-pushed-to-2022-if-virus-still-a-threat/
"Tokyo Olympics Could Be Canceled If Not Held in 2021, Says Committee President","The 2020 Tokyo Olympics were officially postponed on March 24 from their original July 24, 2020, start date to July 23, 2021, because of the COVID-19 pandemic. However, the new date appears to be somewhat tentative as well......",Bleacher Report,2020/4/28,https://bleacherreport.com/articles/2889101-tokyo-olympics-could-be-canceled-if-not-held-in-2021-says-committee-president
Tokyo Might Not Hold Olympics Without COVID Vaccine,"Before deciding whether to proceed with hosting the Olympics Games in Tokyo next year, medical experts in Japan are waiting to find out if a coronavirus vaccine will be developed and if global infections will be under control....",Newsmax,2020/4/28,https://www.newsmax.com/newsfront/tokyo-olympics-japan-covid-19/2020/04/28/id/965095/
Olympics will be cancelled if they are not held in 2021,Olympics: The Tokyo Olympics President says the games will be cancelled rather than postponed again if they can't meet the July 2021 start date....,news.com.au,2020/4/29,https://www.news.com.au/sport/more-sports/olympics-will-be-cancelled-if-they-are-not-held-in-2021/video/552ae7b24b62aa9d2e0f347e624f1c33
IOC official disagrees COVID-19 vaccine needed for Olympics,"The head of the IOC's coordination commission for the Tokyo Olympics said Wednesday he disagrees with suggestions by some scientists and doctors that a vaccine for COVID-19 is needed to hold the games. John Coates, an International Olympic Committee m...",Yahoo News,2020/4/29,https://news.yahoo.com/ioc-official-disagrees-covid-19-092328098.html
IOC official disagrees COVID-19 vaccine needed for Olympics,"Sydney, Apr 29 (AP) The head of the IOC's coordination commission for the Tokyo Olympics said Wednesday he disagrees with suggestions by some scientists and...",Business Insider India,2020/4/29,https://www.businessinsider.in/sports/news/ioc-official-disagrees-covid-19-vaccine-needed-for-olympics/articleshow/75447353.cms
Boxing-Olympic dream uncertain for Thai boxer after virus knocks out plans,"Five days a week for four hours a day, Thai boxer Chatchai-decha Butdee continues to train as best he can for the Tokyo Olympics, now postponed until at least 2021 because of the new coronavirus pandemic. Chatchai-decha, a four-time Southeast Asia Games c...",Yahoo News,2020/4/29,https://news.yahoo.com/boxing-olympic-dream-uncertain-thai-103923911.html
Tokyo Olympics 'difficult' if pandemic not contained: Abe,Japanese Prime Minister Shinzo Abe said on Wednesday it would be "difficult" to hold the postponed Tokyo Olympics if the coronavirus pandemic is not contained. The premier's remarks came a day after Tokyo 2020 president Yoshiro Mori said in an...,Yahoo News,2020/4/29,https://news.yahoo.com/tokyo-olympics-difficult-pandemic-not-contained-abe-134204354.html
"Tokyo Olympics 'Not Contingent' on COVID-19 Vaccine, Says IOC Member John Coates","John Coates, an International Olympic Committee member who serves as the organization's coordination commission leader for the Summer Olympics in Tokyo, told the Australian Associated ......",Bleacher Report,2020/4/29,https://bleacherreport.com/articles/2889369-tokyo-olympics-not-contingent-on-covid-19-vaccine-says-ioc-member-john-coates
COVID-19 impact: CGF postpones 2021 Commonwealth Youth Games to 2023,"New Delhi, May 1 () The 2021 Commonwealth Youth Games was on Friday postponed to 2023 because of clash of dates with Tokyo Olympics, which has been pushed...",Business Insider India,2020/5/1,https://www.businessinsider.in/sports/news/covid-19-impact-cgf-postpones-2021-commonwealth-youth-games-to-2023/articleshow/75490604.cms
"The world's top pole vaulters held a lockdown tournament in their own back yards, and one said it was as exciting as a major championship","With the Tokyo Olympics having been delayed until 2021, and everyone stuck at home, three of the world's top pole vaulters decided to take matters into their own hands by a holding a lockdown tournament in their own back yards....",Business Insider Australia,2020/5/4,https://www.businessinsider.com.au/top-pole-vaulters-face-off-in-own-back-yards-2020-5
Why David Zaslav Thinks Delayed Tokyo Olympics Will Be Even 'Better' for Discovery,Discovery president and CEO David Zaslav said on Wednesday that a 2021 Tokyo Olympics actually serves his company better than this summer would have...,The Wrap,2020/5/6,https://www.thewrap.com/david-zaslav-coronavirus-delayed-tokyo-olympics-better-for-discovery/
Manu Bhaker confident of hitting peak form at Tokyo Olympics,India's shooting star Manu Bhaker is confident of maintaining her game and hitting peak form in next year's Tokyo Olympics...,NewsBytes,2020/5/8,https://www.newsbytesapp.com/timeline/Sports/60790/284365/manu-bhaker-confident-of-delivering-at-tokyo-olympics
Elena Galiabovitch's journey to Tokyo,"Olympics: The lead in to the Tokyo games have been more challenging than most, with Australian shooter Elena Galiabovitch telling of her difficult path....",news.com.au,2020/5/11,https://www.news.com.au/sport/more-sports/elena-galiabovitchs-journey-to-tokyo/video/db656e2f205094124acd1fa185380ca3
Penny Smith's road to Tokyo,"Olympics: With the road to Tokyo being made trickier than usual due to COVID-19, trap shooter Penny Smith sits down with Fox Sports News to discuss her journey....",news.com.au,2020/5/11,https://www.news.com.au/sport/more-sports/penny-smiths-road-to-tokyo/video/972d1e7639bb00c4e83e92616c199d3c
Cycling-Olympic champion Van der Breggen to retire after Tokyo Games,"Dutch Olympic champion Anna van der Breggen has said she will retire from cycling after defending her road race title at the rescheduled Tokyo Games in 2021. The 30-year-old, who won road race gold at the Rio Olympics in 2016, will become a coach with the...",Yahoo News,2020/5/11,https://news.yahoo.com/cycling-olympic-champion-van-der-130848544.html
IOC President Says It's Too Early to Speculate About Future of 2021 Olympics,International Olympic Committee president Thomas Bach said Thursday he's not willing to discuss speculation surrounding the potential cancellation of the Tokyo Olympics if they're not held next summer because of the coronavirus pandemic......,Bleacher Report,2020/5/14,https://bleacherreport.com/articles/2891721-ioc-president-says-its-too-early-to-speculate-about-future-of-2021-olympics
Olympics-'We don't know how IOC money will be spent' -Tokyo 2020 chief,"The organisers of the Tokyo 2020 Olympics, the first in history to be postponed, said on Friday they were not aware of detailed spending allocations for $800 million committed to next year's rescheduled Games by the International Olympic Committee (IO...",Yahoo News,2020/5/15,https://news.yahoo.com/olympics-dont-know-ioc-money-094604527.html
'We don't know how IOC money will be spent' - Tokyo 2020 chief,"The organisers of the Tokyo 2020 Olympics, the first in history to be postponed, said on Friday they were not aware of detailed spending allocations for $800 million committed to next year's rescheduled Games by the International Olympic Committee (IO...",Yahoo News,2020/5/15,https://news.yahoo.com/dont-know-ioc-money-spent-095056113.html
Tokyo Olympics CEO: Games Next Year May Not Be 'Conventional',"TOKYO (AP) ！ Almost two months after the Tokyo Olympics were postponed, organizing committee CEO Toshiro Muto said Friday he......",Talking Points Memo,2020/5/15,https://talkingpointsmemo.com/news/tokyo-olympics-ceo-games-next-year-may-not-be-conventional
"Even with one year delay, 2021 Tokyo Olympics won't be the same",There are more questions than answers for the 2021 Summer Olympics. What will be cut? Will there be fans? What about ticket refunds? How will athletes travel to Tokyo? Where will they stay?...,Christian Science Monitor,2020/5/15,https://www.csmonitor.com/World/Asia-Pacific/2020/0515/Even-with-one-year-delay-2021-Tokyo-Olympics-won-t-be-the-same?icid=rss
WHO head urges global unity to help make Tokyo Olympics safe,"The head of the World Health Organization said Saturday it will not be easy to make next year's Tokyo Olympics a safe global gathering after the pandemic. Speaking at a joint news conference with the IOC, the WHO's director general Tedros Adhanom ...",Yahoo News,2020/5/16,https://news.yahoo.com/head-urges-global-unity-help-113227009.html
Japan and IOC to share the financial burden of the postponed Olympics,Japan has urged the International Olympic Committee to share more of the financial burden involved in rescheduling the Tokyo games. Postponing the Olympics is expected to cost the country 3-9 billion dollarsThe IOC will allocate $1.2 billion to aid with o...,news.com.au,2020/5/16,https://www.news.com.au/world/japan-and-ioc-to-share-the-financial-burden-of-the-postponed-olympics/video/d67be785e8b71cc659c00530b4ca3d97
WHO's dire Tokyo Olympics warning,The head of the World Health Organisation has said "it will not be easy" to make next year's Tokyo Olympics a safe global gathering after the coronavirus pandemic....,news.com.au,2020/5/17,https://www.news.com.au/sport/olympics/world-health-organisation-says-staging-olympics-in-2021-will-not-be-easy/news-story/ed24f7de7558b84cb80460cbdad871a2
'Insensitive' Japan Olympic coronavirus logo pulled after row,"A satirical mock-up depicting the Tokyo Olympics logo as the new coronavirus has been pulled after Olympic organisers branded it ""insensitive"" and said it infringed copyright. The design combines the distinctive, spiky image of the coronavirus cel...",Yahoo News,2020/5/21,https://news.yahoo.com/insensitive-japan-olympic-coronavirus-logo-pulled-row-062412647--oly.html
"'Last option' - no Olympic postponement beyond 2021, says Bach","Olympics chief Thomas Bach agreed that 2021 was the ""last option"" for holding the delayed Tokyo Games on Thursday, stressing that postponement cannot go on forever. Bach said he backed Japan's stance that the Games will have to be cancelled if...",Yahoo News,2020/5/21,https://news.yahoo.com/last-option-no-olympic-postponement-beyond-2021-says-085252718--oly.html
"Countermeasures needed for Olympics, but what will they be?",Tokyo Olympic organizing committee CEO Toshiro Muto spoke Thursday about the need to take "countermeasures" to combat the coronavirus at next year's postponed games. Muto acknowledged there is talk about holding next year's Tokyo Olympics ...,Yahoo News,2020/5/21,https://news.yahoo.com/countermeasures-needed-olympics-090454823.html
Asia virus latest: Infection fears amid cyclone; Tokyo 2020 logo row,"With spectators barred because of the coronavirus, FC Seoul came under fire after dozens of dolls wearing T-shirts or holding placards with the logo of a sex-toy seller appeared at Sunday's game. A satirical mock-up depicting the Tokyo Olympics logo a...",Yahoo News,2020/5/21,https://news.yahoo.com/asia-virus-latest-infection-fears-amid-cyclone-tokyo-072128983.html
Olympics Will Be Cancelled If It Doesn¨t Happen in 2021: IOC Prez,IOC president Thomas Bach conceded that Tokyo Olympics will have to be cancelled if it cannot take place next year....,The Quint,2020/5/21,https://www.thequint.com/sports/olympic-sports/olympics-will-be-cancelled-if-it-doesnt-happen-in-2021-ioc-president-thomas-bach
Coronavirus in sport: John Coates admits 2021 Olympics are in serious trouble,President of the Australian Olympic Committee John Coates says next year's Tokyo Olympics could be in trouble....,news.com.au,2020/5/21,https://www.news.com.au/sport/coronavirus-in-sport-john-coates-admits-2021-olympics-are-in-serious-trouble/video/e50fd356ec3487bd36ff98c4d0452071
Olympics official sees 'real problems' in holding Games in 2021,"A senior Olympics official has warned that holding the postponed Tokyo Games next year faces ""real problems"", with even a vaccine unlikely to stave off the threat of the coronavirus. John Coates, the International Olympic Committee's pointman ...",Yahoo News,2020/5/22,https://news.yahoo.com/olympics-official-sees-real-problems-holding-games-2021-054340152--oly.html
Olympics - Tokyo 2020 logo satire pulled after furore,OLYMPICS-2020/LOGO (PIX):Olympics - Tokyo 2020 logo satire pulled after furore...,Thomson Reuters Foundation,2020/5/22,https://news.trust.org/item/20200522082434-9muat
Tokyo Olympics Followed Up by 3 Mega-Events ！ All in China,TOKYO (AP) ！ Uncertainty grips next year's postponed Tokyo Olympics: Will there be fans or empty stadiums in 14 months? And how will...,Breitbart.com,2020/5/22,https://www.breitbart.com/sports/2020/05/22/tokyo-olympics-followed-up-by-3-mega-events-all-in-china/
Simone Biles Showcases Ripped Figure In Minuscule Black Bikini,"The Summer Olympics may be postponed until next year, but that hasn't stopped Simone Biles from causing a stir for totally different reasons. While Biles was set to appear in Tokyo this summer, ......",Inquisitr,2020/5/26,https://www.inquisitr.com/6075415/simone-biles-black-bikini-instagram/
IOA Prez Questions Rs 70 Lakh Losses in Tokyo Hotel Bookings,IOA President has questioned the delay in booking of hotel rooms in Tokyo for the duration of the 2020 Olympics....,The Quint,2020/5/28,https://www.thequint.com/sports/olympic-sports/narinder-batra-ioa-president-questions-losses-in-tokyo-hotel-tickets
An Olympic pentathlete is still training as much as she would if Tokyo 2020 hadn't been postponed. Here's how she stays motivated.,"When the 2020 Tokyo Olympics were postponed, US pentathlete Samantha Schultz was just as devastated as every other elite athlete. After being an alternate for the 2016 games, she qualified to compete this year by winning a silver medal at the 2019 Pan Ame...",Business Insider Australia,2020/5/29,https://www.businessinsider.com.au/how-an-olympic-pentathlete-stays-motivated-during-lockdown-2020-5
"India's 2020 Olympics tally will improve, says marathon champion Sunita",India's undisputed marathon champion Sunita Godara feels the nation's medals tally will increase in the Tokyo 2020 Olympics...,NewsBytes,2020/6/1,https://www.newsbytesapp.com/timeline/Sports/61708/289022/india-s-olympics-medals-tally-will-increase-sunita-godara
Shi says Tokyo delay could work in his favor,Chinese long jumper Shi Yuhao believes the postponement of the Tokyo Olympics could work to his benefit....,China.org.cn,2020/6/3,http://www.china.org.cn/sports/2020-06/03/content_76121273.htm
"Slimmed down Tokyo Olympics under consideration, Gov. Koike says","TOKYO -- Tokyo Gov. Yuriko Koike said Thursday that simplifying some aspects of the 2020 Summer Olympics is now under consideration, as the ongoing co...",Nikkei Asian Review,2020/6/4,https://asia.nikkei.com/Spotlight/Tokyo-2020-Olympics/Slimmed-down-Tokyo-Olympics-under-consideration-Gov.-Koike-says
New Olympics date still unconfirmed: Kyodo News,A Tokyo 2020 executive board member says they will need to monitor the global health situation until next spring to decide whether to hold the Summer Olympics next year. Adam Reed reports....,news.com.au,2020/6/5,https://www.news.com.au/national/new-olympics-date-still-unconfirmed-kyodo-news/video/01253202f310aee07cb759b9798f4a71
Abe softens stance on full-scale Olympics to avoid cancellation,TOKYO -- Japanese Prime Minister Shinzo Abe has repeatedly vowed to hold the Olympics in a...,Nikkei Asian Review,2020/6/9,https://asia.nikkei.com/Spotlight/Tokyo-2020-Olympics/Abe-softens-stance-on-full-scale-Olympics-to-avoid-cancellation
IOC Says Rule Banning Protests Will Remain in Place at 2021 Tokyo Olympics,"In January, the International Olympic Committee released guidelines for the 2020 Tokyo Olympics that included a ban on...",Bleacher Report,2020/6/9,https://bleacherreport.com/articles/2895466-ioc-says-rule-banning-protests-will-remain-in-place-at-2021-tokyo-olympics
"Kerr, Nurse among NBA coaches wondering about Olympic plans","Golden State coach Steve Kerr was supposed to be in Tokyo for the Olympics this summer. Then again, Kerr isn't certain if he ！ or anyone else from the NBA ！ will be there at all. With the next NBA season not expected to start until at leas...",Yahoo News,2020/6/10,https://news.yahoo.com/kerr-nurse-among-nba-coaches-063604723.html
IOC look to simplify Games,Olympics: The IOC are looking at ways of simplifying the Tokyo Games to save money but assure athletes the athletes will not be affected....,news.com.au,2020/6/10,https://www.news.com.au/sport/more-sports/ioc-look-to-simplify-games/video/90db2c3840e86eac69ee9b6e9487fe51
"IOC, Tokyo look to scale back Olympics","The International Olympic Committee and the Tokyo organizers have come up with more than 200 ideas to scale back the 2020 Olympics next year to reduce expenditure caused by the postponement, and the plan will be finalized in September, local media reporte...",China.org.cn,2020/6/11,http://www.china.org.cn/sports/2020-06/11/content_76151528.htm
#NewsBytesExclusive: Equestrian Fouaad Mirza outlines his vision for Tokyo Olympics,Fouaad Mirza says he has been practicing well for the Tokyo 2020 Olympics...,NewsBytes,2020/6/11,https://www.newsbytesapp.com/timeline/sports/62049/290864/tokyo-olympics-fouaad-mirza-talks-about-his-preparation
USA Cycling announces long team for delayed Tokyo Olympics,"Officials from USA Cycling plan to take advantage of the yearlong delay of the Tokyo Olympics caused by the coronavirus pandemic, and a big step came with the announcement Thursday of a preliminary roster in three of its disciplines. The governing body re...",Yahoo News,2020/6/11,https://news.yahoo.com/usa-cycling-announces-long-team-201227912.html
Fukuoka expected to miss Olympics to pursue medical studies,Japan speedster Kenki Fukuoka reportedly will forego the chance to compete in rugby sevens at the postponed Tokyo Olympics in order to pursue a medical career. The Japan Rugby Union announced Saturday that the 27-year-old Fukuoka had left the national sev...,Yahoo News,2020/6/13,https://news.yahoo.com/fukuoka-expected-miss-olympics-pursue-044933053.html
Tokyo governor Yuriko Koike assures safe 2020 Olympics,Tokyo governor Yuriko Koike has said next year's Olympics will be safe amid the coronavirus pandemic...,NewsBytes,2020/6/13,https://www.newsbytesapp.com/timeline/sports/62134/291307/tokyo-governor-assures-safe-2020-olympics-next-year
16-Year-Old Rock Climbing Champion Luce Douady Dies After Falling from Cliff,"Tokyo Summer Olympics hopeful Luce Douady died Sunday after falling in a climbing area in the French Alps, the French Mountain Climbing Federation announced (h/t the Guardian )......",Bleacher Report,2020/6/16,https://bleacherreport.com/articles/2896398-16-year-old-rock-climbing-champion-luce-douady-dies-after-falling-from-cliff
Kim Yo Jong bolsters military credentials leading charge on South,"TOKYO -- Just two years ago, Kim Yo Jong, the sister of North Korean leader Kim Jong Un, won many hearts at the Pyeongchang Winter Olympics...",Nikkei Asian Review,2020/6/17,https://asia.nikkei.com/Spotlight/N-Korea-at-crossroads/Kim-Yo-Jong-bolsters-military-credentials-leading-charge-on-South
John Wall Explains Why He Wants to Play for Team USA in 2021 Tokyo Olympics,Washington Wizards point guard John Wall has his sights set on playing for Team USA at the 2021 Summer Olympics in Tokyo. During an Instagram Live interview with Marc J......,Bleacher Report,2020/6/18,https://bleacherreport.com/articles/2896691-john-wall-explains-why-he-wants-to-play-for-team-usa-in-2021-tokyo-olympics
Tokyo governor election to test support for Olympics,"TOKYO -- The Summer Olympics will loom large over Sunday's gubernatorial election in Tokyo, where challengers to incumbent frontrunner Gov. Yuriko Koi...",Nikkei Asian Review,2020/7/1,https://asia.nikkei.com/Spotlight/Tokyo-2020-Olympics/Tokyo-governor-election-to-test-support-for-Olympics
Incumbent Koike seen ahead as Tokyo votes for governor amid pandemic,"Voters in Tokyo went to the polls on Sunday to elect their governor, with incumbent Yuriko Koike forecast to clinch a victory, as Japan's capital struggles with rebounding coronavirus infections and prepares for next year's Olympics. The metropoli...",Yahoo News,2020/7/5,https://news.yahoo.com/incumbent-koike-seen-ahead-tokyo-012039818.html
Over 77% think Olympics 'cannot be held' next year: Survey,"A wide-ranging survey conducted by the Japan News Network (JNN) found that 77% of those questioned said that the Tokyo Olympics ""cannot be held"" next year, it was announced on Monday....",China.org.cn,2020/7/6,http://www.china.org.cn/sports/2020-07/06/content_76242538.htm
"Tokyo governor, Abe say they'll cooperate on virus, Olympics","Tokyo's governor and her political rival, Japanese Prime Minister Shinzo Abe, agreed Monday to cooperate on handling the coronavirus outbreak to safely hold the Olympics next year. Gov. Yuriko Koike met with Abe a day after she won her second term rep...",Yahoo News,2020/7/6,https://news.yahoo.com/tokyo-governor-abe-theyll-cooperate-055635268.html
Sony's Wearable Air Conditioner Is Finally Available to Help Make the Summer Less Sweltering,"First revealed last Summer with an intended release to coincide with the 2020 Tokyo Olympics, Sony's wearable personal air conditioner is finally available for sale to help you battle the Summer heat when you occasionally step outside to brave the sun...",Gizmodo,2020/7/6,https://gizmodo.com/sony-s-wearable-air-conditioner-is-finally-available-to-1844279499
Olympics-Tokyo 2020 expects to secure all venues for Games -...,OLYMPICS-2020/ (TV):Olympics-Tokyo 2020 expects to secure all venues for Games - local media...,Thomson Reuters Foundation,2020/7/9,https://news.trust.org/item/20200709061719-99bhz
Lang Ping still planning to retire after Olympics,"Lang Ping's plan to retire as coach of China's national women's volleyball team after next year's Tokyo Olympics remains unchanged, she said in a recent interview with CGTN....",China.org.cn,2020/7/10,http://www.china.org.cn/sports/2020-07/10/content_76258961.htm
INTERVIEW-Olympics must go ahead next year as symbol of ...,"JAPAN-POLITICS/TOKYO-GOVERNOR (INTERVIEW, TV, PIX):INTERVIEW-Olympics must go ahead next year as symbol of overcoming COVID-19, Tokyo governor says...",Thomson Reuters Foundation,2020/7/13,https://news.trust.org/item/20200713052912-b3e4x
"Olympics must go ahead next year as symbol of overcoming COVID-19, Tokyo governor says","Tokyo Governor Yuriko Koike, often floated as a future Japanese premier, said on Monday the Olympics must go ahead next year as a symbol of world unity in overcoming the novel coronavirus, even as her city grapples with stubborn spikes in cases....",IBTimes India,2020/7/13,https://www.ibtimes.co.in/olympics-must-go-ahead-next-year-symbol-overcoming-covid-19-tokyo-governor-says-824373
Japan Sinks Is Grim But Relevant,"This was supposed to be Japan's year. The Olympics were to be held in Tokyo, and the whole world was going to turn its eyes to Japan. Things didn't work out that way. The anime Japan Sinks feels like a reminder of that fact....",Kotaku,2020/7/13,https://kotaku.com/japan-sinks-is-grim-but-relevant-1844361534
IOC Reveals Updated Qualification Process for 2021 Tokyo Olympics,"The IOC has declared June 29, 2021 as the new qualification deadline for the postponed Tokyo Olympics....",The Quint,2020/7/16,https://www.thequint.com/sports/olympic-sports/updated-qualification-process-for-2021-tokyo-olympics
Tokyo Governor: Olympics Must Go Ahead Next Year,Tokyo's governor says that the Olympics must go ahead next year as a symbol of world unity in overcoming the coronavirus pandemic....,Breitbart.com,2020/7/16,https://www.breitbart.com/asia/2020/07/16/tokyo-governor-olympics-must-go-ahead-next-year/
