news_title,news_content,news_source,news_pubtime,news_url
五輪聖火リレー、ルート変更なし　５月２７、２８日　／滋賀,"県は２日、５月２７、２８日に県内全１９市町を回る', 'の聖火リレーの走者とルートを発表した。２０１９年度に県実行委員会が選出した４４の個人・団体とル…",毎日新聞,2021/3/4,https://mainichi.jp/articles/20210304/ddl/k25/050/255000c
聖火ランナーの県推薦２人辞退　代わりを選出　／佐賀,"県は２月２６日、５月９、１０日に県内２０市町を走る', 'の聖火リレーで、県が推薦する聖火ランナー４４人のうち２人が辞退したことを明らかにした。１月に…",毎日新聞,2021/3/2,https://mainichi.jp/articles/20210302/ddl/k41/050/433000c
豪五輪代表選手、ワクチン接種へ　デンマークやハンガリーも,"オーストラリアが', 'に向けて同国選手に新型コロナウイルスのワクチンを接種する方針とロイター通信が２８日、地元紙キャンベラ・タイムズを引用して伝えた…",毎日新聞,2021/1/29,https://mainichi.jp/articles/20210129/ddm/035/050/042000c
「現時点で変更なし」　サキ米報道官、各国と共同歩調,"米ホワイトハウス当局者は3日、共同通信の取材に対し、新型コロナウイルスの影響で今夏の開催に懐疑論が出ている', 'に関して、日本の状況を注視していると…",毎日新聞,2021/2/4,https://mainichi.jp/articles/20210204/k00/00m/050/011000c
侍ジャパン、稲葉監督の契約延長要請へ　,安倍晋三首相とIOCのバッハ会長が東京五輪の延期で合意したことを受け、山中正竹・侍ジャパン強化本部長は24日、野球日本代表の稲葉篤紀監督（47）に、今夏までと…,毎日新聞,2020/3/24,https://mainichi.jp/articles/20200324/k00/00m/050/288000c
東京五輪　サモア選手団、いわきでのキャンプ中止　県内初、コロナの制約ネックに　／福島,サモア代表のホストタウンとなっているいわき市は３日、市内で予定されていた同国の事前キャンプが中止になったと発表した。\u3000男女７人制ラグビーとウエ…,毎日新聞,2021/6/4,https://mainichi.jp/articles/20210604/ddl/k07/050/058000c
東京五輪　事前キャンプ、一部を中止に　厚木市　／神奈川,"厚木市は２８日、', '・パラリンピック前に受け入れを予定していたニュージーランド代表の事前キャンプの一部が中止になったと発表した。新型コロナウイルス…",毎日新聞,2021/5/29,https://mainichi.jp/articles/20210529/ddl/k14/050/068000c
聖火リレー　平和記念公園立ち入り規制　きょう「トーチキス」　／広島,の聖火リレーに合わせ、中区の平和記念公園は１７日、立ち入り規制される。午前１０時頃から午後６時半頃まで、元安橋西詰めから本川橋東詰めまでの市道…,毎日新聞,2021/5/17,https://mainichi.jp/articles/20210517/ddl/k34/050/274000c
笑顔つなぐ、聖火の軌跡　伊賀、名張　／三重,の聖火リレーが伊賀・名張を駆け抜けた。県内２日目となる８日、春の陽気を感じる快晴のもと、伊賀市は伊賀上野城（上野丸之内）を出発し、伊賀市役所（…,毎日新聞,2021/4/15,https://mainichi.jp/articles/20210415/ddl/k24/050/282000c
五輪・体操　ロシアチーム、加茂合宿中止　／新潟,"加茂市は７日、', 'で予定していたロシア体操チームの事前合宿が中止になったと発表した。新型コロナウイルスの感染リスクが大きく、直接選手村に入りたいと…",毎日新聞,2021/4/8,https://mainichi.jp/articles/20210408/ddl/k15/050/152000c
県内聖火リレー　変更せず実施へ　知事　／三重,"鈴木英敬知事は２日、県内で７、８日に予定されている', 'の聖火リレーについて、当初予定のルートやランナーを変更せず、実施する考えを示した。\u3000鈴木知事…",毎日新聞,2021/4/3,https://mainichi.jp/articles/20210403/ddl/k24/050/199000c
宮崎県にも聖火リレーのバナー　／熊本,の聖火リレーのバナーが宮崎県の宮崎、延岡、都城３市の商店街などに取り付けられ、五輪ムードを高めるのに一役買っている。\u3000設置した県総合政策課によ…,毎日新聞,2021/3/26,https://mainichi.jp/articles/20210326/ddl/k43/050/401000c
東京五輪開催へ、習近平氏「協力」　ＩＯＣ会長と電話,"国際オリンピック委員会（ＩＯＣ）は２５日、バッハ会長と中国の習近平国家主席が同日に電話協議し、新型コロナウイルスの影響が懸念される', 'と２０２２年…",毎日新聞,2021/1/26,https://mainichi.jp/articles/20210126/dde/007/050/022000c
五輪チケット、払い戻し来月から　組織委方針,"新型コロナウイルス感染症の拡大で来夏に延期された', 'の販売済みチケットについて、大会組織委員会が希望者への払い戻しの受け付けを１１月から始める方針…",毎日新聞,2020/10/24,https://mainichi.jp/articles/20201024/dde/007/050/014000c
希望のともしびに　東京五輪の聖火一般公開　１１月まで,"来夏に開催される', 'の聖火が、９月１日から「日本オリンピックミュージアム」（東京都新宿区）で展示される。３１日のセレモニーでは、五輪組織委員会の森…",毎日新聞,2020/9/1,https://mainichi.jp/articles/20200901/ddq/041/050/002000c
東京五輪の聖火、きょうから展示　１１月１日まで,"来夏に開催される', 'の聖火が、９月１日から「日本オリンピックミュージアム」（東京都新宿区）で展示される。３１日のセレモニーでは、五輪組織委員会の森…",毎日新聞,2020/9/1,https://mainichi.jp/articles/20200901/ddm/041/050/042000c
東京五輪　選手村住宅の入居時期延期,・パラリンピックの延期を受け、大会後に整備予定だった「選手村マンション」の入居時期が延期されることが決まった。開発業者への取材で明らかになった…,毎日新聞,2020/6/23,https://mainichi.jp/articles/20200623/ddm/041/050/094000c
麻生副総理「呪われた五輪」　参院委で答弁,"新型コロナウイルスの感染拡大に伴って開催可否が注目される', '・パラリンピックについて、麻生太郎副総理兼財務相＝似顔絵＝は１８日の参院財政金融委員会…",毎日新聞,2020/3/19,https://mainichi.jp/articles/20200319/ddm/041/050/074000c
新型肺炎余波、止まらず　聖火リレー式典、縮小方針,・パラリンピック組織委員会は、福島県で３月２６日に行われる聖火リレー出発の記念式典について規模を縮小する方向で検討している。組織委関係者が明ら…,毎日新聞,2020/2/29,https://mainichi.jp/articles/20200229/ddm/035/050/121000c
ドーピング問題　露、東京五輪出場除外,ロシアの組織的なドーピング不正を巡り、世界反ドーピング機関（ＷＡＤＡ）が昨年１２月に下した同国選手団を主要大会から４年間除外する処分について、スポーツ仲裁裁判…,毎日新聞,2020/12/18,https://mainichi.jp/articles/20201218/ddm/001/050/073000c
メキシコ選手団、来月事前合宿へ　五輪・１０～１７日　尾道　／広島,"尾道市教委は４日、', 'に出場するメキシコのソフトボール女子選手団（２０人）が７月１０～１７日に市内で事前合宿すると発表した。\u3000御調ソフトボール球場…",毎日新聞,2021/6/5,https://mainichi.jp/articles/20210605/ddl/k34/050/467000c
「メダルを目指す」　五輪水球男子代表・志賀選手、前橋市長を表敬訪問　／群馬,の水球男子日本代表で前橋市出身の志賀光明選手（２９）が、同市役所を訪れ、山本龍市長を表敬訪問した。志賀選手は「メダル獲得を目指したい」と意気込…,毎日新聞,2021/5/28,https://mainichi.jp/articles/20210528/ddl/k10/050/193000c
聖火式典縮小　唐津市が発表　／佐賀,"唐津市は３０日、市民会館前広場で９日に計画する', '聖火リレーの出発式典の規模を縮小し、ダンスや演奏を取りやめて簡素化すると発表した。市内で新型コロ…",毎日新聞,2021/5/1,https://mainichi.jp/articles/20210501/ddl/k41/050/368000c
五輪代表内定の中村選手が表敬　知事とオンライン　／山形,のアーチェリー日本代表に内定した中村美樹選手＝ハードオフ＝が２４日、吉村美栄子知事をオンラインで「表敬訪問」した。\u3000新型コロナウイルス感染防止…,毎日新聞,2021/3/25,https://mainichi.jp/articles/20210325/ddl/k06/050/112000c
　開幕まで５０日　今、伝えたい　選手の葛藤と覚悟　植草歩さん／松本弥生さん／寺内健さん,"今夏の', '開幕まで５０日となった。度重なる緊急事態宣言で国内の雰囲気は祝祭感とはほど遠く、アスリートの内面は激しく揺れ動く。その多くが批判を恐れて…",毎日新聞,2021/6/3,https://mainichi.jp/articles/20210603/ddm/010/050/007000c
五輪事前合宿、受け入れ中止　大崎　／鹿児島,"鹿児島県大崎町は8日、', 'に出場する台湾とトリニダード・トバゴの選手団の事前合宿受け入れを中止すると発表した。国内の新型コロナウイルスの感染状況へ…",毎日新聞,2021/6/9,https://mainichi.jp/articles/20210609/ddl/k46/050/354000c
五輪パラオ代表　蔵王町、事前合宿中止　コロナ禍で　／宮城,"蔵王町は３日、', 'に出場するパラオ選手団の事前合宿を中止すると発表した。新型コロナウイルスの感染拡大で選手や町民の感染リスクを回避できないとして、…",毎日新聞,2021/6/4,https://mainichi.jp/articles/20210604/ddl/k04/050/029000c
露新体操チーム、新潟合宿を中止　東京五輪代表　／新潟,"新潟市は３１日、', 'で予定されていたロシア新体操チームの事前合宿が中止になったと発表した。新型コロナウイルス感染拡大に伴う行動規制を理由にロシア側…",毎日新聞,2021/6/1,https://mainichi.jp/articles/20210601/ddl/k15/050/191000c
五輪柔道　キルギス代表が羽村市合宿中止　／東京,"羽村市は２７日、', 'に向けて予定されていた中央アジア・キルギス五輪柔道チームの事前合宿を中止すると発表した。\u3000同市によると５月１９日、同国柔道連盟…",毎日新聞,2021/5/31,https://mainichi.jp/articles/20210531/ddl/k13/050/002000c
聖火リレー発言に組織委抗議　その後撤回、知事に謝罪　／山梨,"長崎幸太郎知事は２７日の記者会見で、', '聖火リレーでのスポンサーカーの行列による密を避けるよう配慮を求めた自身の発言について、大会組織委員会の幹部…",毎日新聞,2021/5/28,https://mainichi.jp/articles/20210528/ddl/k19/050/101000c
ドイツ選手へ応援はがき　五輪ホストタウン・延岡市の児童　市役所に４３枚展示　／宮崎,・パラリンピックで、ドイツ柔道選手団のホストタウンになっている延岡市の市立北浦小の児童が、ドイツの選手宛てに書いた応援はがき４３枚が、市役所の…,毎日新聞,2021/5/15,https://mainichi.jp/articles/20210515/ddl/k45/050/360000c
東松山市、五輪キャンプ断念　キューバ代表受け入れ　／埼玉,"東松山市は新型コロナウイルス感染拡大を受け、', 'で予定していたキューバ代表チームの事前キャンプ受け入れを断念することを決めた。同市の大東文化大東松…",毎日新聞,2021/5/15,https://mainichi.jp/articles/20210515/ddl/k11/050/111000c
五輪の事前合宿、宮崎・長崎も中止　コロナ感染拡大で,"宮崎県は１３日、', 'に出場するカナダのトライアスロンチームの宮崎市での事前キャンプが中止になったと発表した。１２日にカナダのチームから県に届いたメ…",毎日新聞,2021/5/14,https://mainichi.jp/articles/20210514/ddm/012/050/127000c
聖火リレーを前に県警　伴走警備を公開　／佐賀,"約３週間後に迫った県内での', '聖火リレー（５月９、１０日）を前に県警は２１日、佐賀市の県警機動隊で本番を想定した訓練を実施した。\u3000公開されたのは、…",毎日新聞,2021/4/22,https://mainichi.jp/articles/20210422/ddl/k41/050/321000c
東京五輪　「金メダルへ頑張る」　ホッケー男子代表が知事訪問　／愛媛,に向けて松前町で強化合宿中のホッケー男子日本代表の山下学主将（３２）らが２５日、県庁を訪問し「最高の準備をして金メダルを取れるように頑張りたい…,毎日新聞,2021/2/26,https://mainichi.jp/articles/20210226/ddl/k38/050/442000c
聖火リレー　「やるとしても縮小」　平井知事、島根県中止検討で　／鳥取,"島根県の丸山達也知事が１７日、同県内で５月に開催予定の', 'の聖火リレーの中止を検討していると表明したのを受け、平井伸治知事は同日、報道陣の取材に応…",毎日新聞,2021/2/18,https://mainichi.jp/articles/20210218/ddl/k31/050/363000c
東京五輪　ジャッジも鍵屋～　柔道審判員に天野さん,"国際柔道連盟（ＩＪＦ）は１４日までに、', 'の審判員１６人を発表し、日本からは天野安喜子さん（５０）が選ばれた。２００８年北京五輪で男子１００キロ級…",毎日新聞,2021/2/15,https://mainichi.jp/articles/20210215/dde/035/050/025000c
日本体操男子が五輪個人枠獲得,"国際体操連盟（ＦＩＧ）は１０日、日本が体操男子個人で', '出場枠を一つ獲得したと発表した。新型コロナウイルス感染拡大の影響で五輪予選だった個人総合の…",毎日新聞,2021/2/12,https://mainichi.jp/articles/20210212/ddn/035/050/009000c
東京五輪マラソン・競歩コースを世界陸連承認,"暑さ対策で札幌市に会場が移された', 'のマラソン・競歩コースが世界陸連に承認され、確定した。大会組織委員会と北海道、札幌市が１１日、同市内で実務者会…",毎日新聞,2020/12/12,https://mainichi.jp/articles/20201212/ddp/035/050/013000c
スロバキア・カヌーチーム、香取市と覚書を締結　五輪事前キャンプ、選手ら１４人　／千葉,に出場する中欧のスロバキアのカヌースプリントチームが香取市で事前キャンプをすることが決まり、同市で１９日に覚書の締結式があった。選手・スタッフ…,毎日新聞,2020/11/20,https://mainichi.jp/articles/20201120/ddl/k12/050/196000c
東京五輪聖火、来月から展示　「ミュージアム」で,・パラリンピック組織委員会と日本オリンピック委員会（ＪＯＣ）は２４日、新型コロナウイルスの影響で来夏に延期された東京五輪の聖火を、メインスタジ…,毎日新聞,2020/8/25,https://mainichi.jp/articles/20200825/ddm/012/050/083000c
東京五輪　女子マラソン代表、前田が抱負　「スピード強化したい」,女子マラソン代表の前田穂南（天満屋）が２９日、岡山市内で報道陣の取材に応じ、１年後に延期された大会に向けて、「強化する期間が増えたと思ってスピ…,毎日新聞,2020/7/30,https://mainichi.jp/articles/20200730/ddm/035/050/031000c
五輪開幕１年前　各地でイベント　ライトアップや動画配信　／神奈川,"延期された', 'の開幕まで１年となった２３日、県内各地でライトアップイベントが行われた。横浜市中区のよこはまコスモワールドにある観覧車「コスモクロッ…",毎日新聞,2020/7/24,https://mainichi.jp/articles/20200724/ddl/k14/050/016000c
「連盟の選考見直し不当」　自転車・増田、仲裁申し立て,"日本自転車競技連盟が新型コロナウイルスによる', '延期を受けて見直した男子ロードレースの代表選考基準は不当だとして、代表候補の増田成幸（３６）＝宇都…",毎日新聞,2020/7/24,https://mainichi.jp/articles/20200724/ddm/035/050/034000c
オリンピックハンコを限定販売　野球やバレーなど18種類　愛知のメーカー,"愛知県岡崎市中町のゴム印メーカー「ウメモト」が、2021年に延期された', '・パラリンピックを盛り上げようと、「聖火リレーハンコ」を100個限定で販…",毎日新聞,2020/4/25,https://mainichi.jp/articles/20200425/k00/00m/040/050000c
五輪の追加経費負担に消極姿勢　ＩＯＣ調整委員長,"国際オリンピック委員会（ＩＯＣ）のジョン・コーツ調整委員長は１６日、', '・パラリンピック組織委員会との幹部会議後のインターネットによる記者会見で、…",毎日新聞,2020/4/17,https://mainichi.jp/articles/20200417/ddm/012/050/039000c
東京五輪　開催時期次第でマラソンも東京　小池知事意向,"東京都の小池百合子知事は２７日、', 'が暑い時期に開かれなければ、札幌移転が決まったマラソンを、東京で開催したい意向を示した。都庁で報道陣の取材に対…",毎日新聞,2020/3/27,https://mainichi.jp/articles/20200327/dde/041/050/025000c
「総裁任期と関係ない」　五輪延期、橋本氏が答弁,"橋本聖子五輪担当相は２５日の参院予算委員会で、', '・パラリンピックを１年程度延期する判断に関して、来年９月までの安倍晋三首相（自民党総裁）の総裁任…",毎日新聞,2020/3/26,https://mainichi.jp/articles/20200326/ddm/005/050/046000c
東京五輪延期　テレビ番組編成、各局大幅見直し,・パラリンピックの延期により、テレビ各局は、番組編成の大幅な見直しや代替番組の準備などに追われている。\u3000ＮＨＫの木田幸紀放送総局長は２５日の定…,毎日新聞,2020/3/26,https://mainichi.jp/articles/20200326/ddm/041/050/040000c
知事、五輪延期を支持　事前キャンプ継続協議へ　／鳥取,"新型コロナウイルスの世界的な大流行のため延期が検討されている', 'について、平井伸治知事は２４日、「アスリートや世界のまん延防止対策のことを考えれば…",毎日新聞,2020/3/25,https://mainichi.jp/articles/20200325/ddl/k31/050/374000c
射水市の走者は立川志の輔さん　東京五輪聖火リレー　／富山,の聖火リレーについて、県は９日、県内のランナーが６月３、４日に走る自治体を発表した。落語家の立川志の輔さん（６６）は出身地の射水市となった。\u3000…,毎日新聞,2020/3/10,https://mainichi.jp/articles/20200310/ddl/k16/050/217000c
東京五輪聖火リレー出発式典、規模縮小へ　新型コロナ感染拡大で,"新型コロナウイルスの感染拡大を受け、', '・パラリンピック組織委員会は、福島県で3月26日に行われる聖火リレー出発の記念式典について規模を縮小する方…",毎日新聞,2020/2/28,https://mainichi.jp/articles/20200228/k00/00m/050/086000c
聖火リレー　「残念、やむを得ぬ」　豊岡、朝来市長　県内公道中止で　／兵庫,"新型コロナウイルス感染拡大を受け、県内１４市を巡る', 'の聖火リレー（２３、２４日）について、県が１０日に公道での実施を中止すると発表したのを受け、…",毎日新聞,2021/5/12,https://mainichi.jp/articles/20210512/ddl/k28/050/261000c
最高齢１１８歳走者、聖火リレー辞退　コロナ感染リスク避け,"ギネス・ワールド・レコーズ社から「存命中の世界最高齢」に認定された福岡市東区の１１８歳、田中カ子（かね）さんが、', 'の聖火ランナーを辞退することが…",毎日新聞,2021/4/27,https://mainichi.jp/articles/20210427/ddm/041/050/025000c
アーチェリー中村選手「五輪金を」　母校鶴岡工訪問　／山形,"今夏開催予定の', 'アーチェリー代表に内定した、鶴岡市出身の中村美樹選手（２８）＝ハードオフ＝が１２日、母校の鶴岡工業高校を訪れ、体育館に集まった後…",毎日新聞,2021/4/13,https://mainichi.jp/articles/20210413/ddl/k06/050/087000c
東京五輪　聖火リレーに高橋尚子さん　／岐阜,"４月３、４日に県内１１市町で行われる', '聖火リレーについて、県などでつくる実行委員会は９日、シドニー五輪女子マラソンの金メダリストで岐阜市出身の高…",毎日新聞,2021/3/10,https://mainichi.jp/articles/20210310/ddl/k21/050/143000c
新型コロナ　東京五輪　事前合宿が中止に　神戸でＮＺ水泳チーム　／兵庫,"神戸市は２８日、', 'のニュージーランド水泳チームが市内で予定した事前合宿が中止になったと発表した。新型コロナウイルスの感染リスクを踏まえ、事前合宿…",毎日新聞,2021/4/30,https://mainichi.jp/articles/20210430/ddl/k28/040/165000c
東京五輪・パラリンピック　合宿等受け入れ、１０５自治体が中止,・パラリンピックの大会前後に行う海外選手の事前合宿や事後交流について、１０５の自治体が新型コロナウイルスの影響などで中止したことが１日、分かっ…,毎日新聞,2021/6/1,https://mainichi.jp/articles/20210601/dde/007/050/019000c
ロシアの東京五輪除外確定　ドーピング問題,"組織的なドーピング問題でロシア選手団が', '・パラリンピックから除外されることが２日、確定した。処分期間を当初、世界反ドーピング機関（ＷＡＤＡ）が科…",毎日新聞,2021/2/4,https://mainichi.jp/articles/20210204/ddm/035/050/034000c
東京五輪は観客あり？　川淵氏「無観客意味ない」ツイートの過去,・パラリンピック大会組織委員会の森喜朗会長（83）の後任として就任要請された川淵三郎氏（84）は、過去に自身のツイッターで新型コロナウイルスの…,毎日新聞,2021/2/12,https://mainichi.jp/articles/20210211/k00/00m/050/258000c
東京五輪　米NBC、放送7000時間,の米国向け放送権を持つ米NBCユニバーサルは7日、過去最大規模の計7000時間に及ぶ五輪の放送計画を発表した。\u30007月23日夜の開会式は時差の関…,毎日新聞,2021/6/9,https://mainichi.jp/articles/20210609/ddm/035/050/059000c
五輪キャンプ、練習公開せず　長門市　／山口,"長門市は、', 'を前に市内でキャンプをする女子７人制ラグビーブラジル代表について、新型コロナウイルスの感染防止のためキャンプ中の練習を公開しない方針…",毎日新聞,2021/6/5,https://mainichi.jp/articles/20210605/ddl/k35/050/344000c
パラオ代表、五輪キャンプ中止　常陸大宮と宮城・蔵王　／茨城,"常陸大宮市と宮城県蔵王町は３日、', 'に向けたパラオ選手団の事前キャンプを中止すると発表した。競泳、陸上などの代表選手が７月に両市町で合宿し、大会に…",毎日新聞,2021/6/4,https://mainichi.jp/articles/20210604/ddl/k08/050/116000c
五輪４選手団　町田市の合宿中止　パラは実施予定　／東京,"町田市は１日、今夏の', 'で受け入れを予定していた海外４選手団の事前合宿を中止すると発表した。新型コロナウイルス感染拡大への懸念などが理由。パラリン…",毎日新聞,2021/6/2,https://mainichi.jp/articles/20210602/ddl/k13/050/012000c
聖火リレー公道実施へ　県外ランナーにＰＣＲ　式典は無観客　／山形,"県は２６日、６月６、７日に行われる', 'の聖火リレーについて、予定通り公道で実施する方針を明らかにした。一方で、聖火の到着を祝うセレモニーは、関係者…",毎日新聞,2021/5/27,https://mainichi.jp/articles/20210527/ddl/k06/050/030000c
聖火リレー、公道中止　広島、福山ともに無観客　１７、１８日　／広島,"県内で予定されている', 'の聖火リレーについて、大会組織委は１１日、新型コロナウイルスの感染拡大を受けて公道での実施を中止し、１７日は平和記念公園で…",毎日新聞,2021/5/12,https://mainichi.jp/articles/20210512/ddl/k34/050/421000c
聖火リレー、走者に釜本さんら５２人　２５日、京丹後から出発　／京都,"府は２５、２６の両日に府内である、', '聖火リレーのランナー５２人を発表した。\u3000新たに京都市内の１区間を走る予定の「グループランナー」として、メキシ…",毎日新聞,2021/5/5,https://mainichi.jp/articles/20210505/ddl/k26/050/253000c
聖火イベントを縮小　日向市がコロナ感染急増受け　郷土芸能披露や一般観覧中止　２５日　／宮崎,"日向市は、新型コロナウイルス感染急増を受け、２５日に市内の大御（おおみ）神社で予定していた', 'の聖火リレーの出発を祝うイベント「ミニセレブレーショ…",毎日新聞,2021/4/16,https://mainichi.jp/articles/20210416/ddl/k45/050/218000c
五輪「みんな勝ちにいく」　開幕まで１００日　各地でイベント　／静岡,開幕まで１００日の節目となった１４日、自転車競技ロードレースの会場となる御殿場市、裾野市、小山町で、機運を高めるためのイベントや装飾物の設置が…,毎日新聞,2021/4/16,https://mainichi.jp/articles/20210416/ddl/k22/050/168000c
五輪の旗手　大坂？池江？松山？　ＩＯＣツイッター「誰だろう」,"国際オリンピック委員会（ＩＯＣ）のオリンピック公式ツイッターアカウントは１２日、「', 'の日本の旗手は誰になるでしょうか」と投稿。松山に加え、女子テ…",毎日新聞,2021/4/13,https://mainichi.jp/articles/20210413/ddm/035/050/082000c
聖火、友好のリレー　和歌山,の聖火リレーが９日、近畿地方で最初となる和歌山県に入り、那智勝浦町では世界遺産の那智の滝まで上がった。この区間の最終ランナーを務めた和歌山市の…,毎日新聞,2021/4/10,https://mainichi.jp/articles/20210410/ddn/001/050/001000c
大阪、聖火リレー中止　府内公道,・パラリンピック組織委員会は７日夜、大阪府内で１３、１４日に予定されていた東京五輪の聖火リレーについて、公道での実施を中止し、同府吹田市の万博…,毎日新聞,2021/4/8,https://mainichi.jp/articles/20210408/ddp/041/050/002000c
聖火リレー　大阪府の実行委　「公道では中止」,"大阪府の吉村洋文知事が大阪市内での', 'の聖火リレーを中止する考えを示したことについて、府聖火リレー実行委員会は５日、同市内での「公道」を使ったリレ…",毎日新聞,2021/4/6,https://mainichi.jp/articles/20210406/ddn/041/050/011000c
県内ルートとランナー公表　聖火リレー　／神奈川,"県は３１日、', 'の聖火リレーについて、大会延期に伴って再検討していた県内ルートの詳細と県選考のランナー６６人を公表した。ルートは交通渋滞などを考慮…",毎日新聞,2021/4/1,https://mainichi.jp/articles/20210401/ddl/k14/050/051000c
東京五輪　大会関係者、大幅削減　同伴者や元選手も対象　ＩＯＣ,"国際オリンピック委員会（ＩＯＣ）は２６日、新型コロナウイルスの影響で海外からの一般観客受け入れを断念した今夏の', 'を巡り、大会関係者の大幅削減も理…",毎日新聞,2021/3/28,https://mainichi.jp/articles/20210328/ddm/012/050/104000c
東京五輪　県聖火ランナー、７５人中７４人決定　／千葉,"２０２０年', 'の聖火リレーで、県は県選考の７５人のうち７４人を決定し、２日、調整中の２人をのぞく７２人の氏名と経歴を公表した。\u3000７１人が新型コロナ…",毎日新聞,2021/3/3,https://mainichi.jp/articles/20210303/ddl/k12/050/082000c
東京五輪身近に、聖火を巡回展示　きょうは馬路村　／高知,"今夏に開催予定の', 'の聖火が県内を巡回している。２８日には高知市追手筋２のオーテピアで展示され、多くの市民が炎の輝きに見入っていた。\u3000県内展示は２…",毎日新聞,2021/3/1,https://mainichi.jp/articles/20210301/ddl/k39/050/277000c
新型コロナ　「密」防ぎ、警備強化　聖火リレー、協力呼びかけ　／福島,"３月２５～２７日に県内で実施される', 'の聖火リレーについて県警は１６日、新型コロナウイルス対策として、昨年の想定よりも警備人数を増やして、雑踏で「…",毎日新聞,2021/2/17,https://mainichi.jp/articles/20210217/ddl/k07/050/164000c
五輪マーク、久々登場　モニュメント再設置　東京・お台場,・パラリンピックの１年延期に伴って東京・お台場の海上から一時撤去された五輪マークの巨大モニュメント（幅３２・６メートル、高さ１５・３メートル）…,毎日新聞,2020/12/1,https://mainichi.jp/articles/20201201/dde/041/050/031000c
東京五輪英国選手ホストタウン切手　葉山町きょう発売　／神奈川,"来夏に開幕する', 'で葉山町が英国セーリングチームのホストタウンに登録されたことから、日本郵便は１日から「葉山町×英国ホストタウンフレーム切手」＝画…",毎日新聞,2020/12/1,https://mainichi.jp/articles/20201201/ddl/k14/050/193000c
五輪マラソンコース計測　札幌、来月確定へ,・パラリンピック組織委員会などは１０日未明、マラソン・競歩会場の札幌市でマラソンコースの計測をした。競歩は１１日。計測後、ワールドアスレチック…,毎日新聞,2020/10/10,https://mainichi.jp/articles/20201010/dde/007/050/026000c
五輪の記念硬貨、１１月引き換えへ　金融機関窓口で,"財務省は４日、新型コロナウイルス感染症の拡大で延期していた、', '・パラリンピックを記念した計９種類の５００円硬貨と１００円硬貨の引き換えを１１月４…",毎日新聞,2020/9/5,https://mainichi.jp/articles/20200905/ddm/008/020/034000c
「来年には聖火台に点火を」東京五輪の聖火、11月まで一般公開,"来夏に開催される', 'の聖火が、9月1日から「日本オリンピックミュージアム」（東京都新宿区）で展示される。31日のセレモニーでは、五輪組織委員会の森…",毎日新聞,2020/8/31,https://mainichi.jp/articles/20200831/k00/00m/040/154000c
組織委、五輪マラソンの実地検証　「良いコンディションで競技できる」　札幌,・パラリンピック組織委員会は8日、札幌市でマラソンコースの実地検証をした。この日の市内は気温が低く好天で、組織委の森泰夫・大会運営局次長は「日…,毎日新聞,2020/8/8,https://mainichi.jp/articles/20200808/k00/00m/050/232000c
池江選手、世界にエールへ　五輪１年前,"新型コロナウイルスの影響で来夏に延期された', 'の開幕１年前となる７月２３日に合わせ、大会組織委員会は白血病を公表している競泳女子・ルネサンスの池江…",毎日新聞,2020/7/1,https://mainichi.jp/articles/20200701/ddp/012/050/011000c
コロナ模した五輪エンブレムが波紋,"日本外国特派員協会が月刊誌に', 'の大会エンブレムと新型コロナウイルスのイメージを掛け合わせたデザイン＝写真・同協会のホームページより＝を掲載し、波…",毎日新聞,2020/5/21,https://mainichi.jp/articles/20200521/ddm/012/050/052000c
特派員協会、五輪エンブレムにコロナ掛け合わせ　組織委が抗議,"日本外国特派員協会が月刊誌に', 'の大会エンブレムと新型コロナウイルスのイメージを掛け合わせたデザイン＝写真・同協会のホームページより＝を掲載し、波…",毎日新聞,2020/5/20,https://mainichi.jp/articles/20200520/dde/007/050/024000c
ＮＴＣ早期再開要望　競泳・瀬戸ら、文科相と意見交換,"競泳の', '代表に選ばれている瀬戸大也（ＡＮＡ）ら各競技のトップ選手４人が１３日、萩生田光一文部科学相らとのテレビ電話会議に参加し、東京都北区の味の…",毎日新聞,2020/5/14,https://mainichi.jp/articles/20200514/ddm/035/050/036000c
「ナショナルトレセン、早く再開して」五輪代表らが文科相とスポーツ庁長官に要望,"競泳の', '代表に選ばれている瀬戸大也（ANA）ら各競技のトップ選手4人が13日、萩生田光一文部科学相らとのテレビ電話会議に参加し、東京都北区の味の…",毎日新聞,2020/5/13,https://mainichi.jp/articles/20200513/k00/00m/050/202000c
五輪延期で展示会業界損失４兆円,・パラリンピック大会で報道陣が拠点を置く東京ビッグサイト（東京都江東区）が、１年の大会延期を受けて展示場として利用できない期間が延び、展示会業…,毎日新聞,2020/4/10,https://mainichi.jp/articles/20200410/ddm/012/050/028000c
五輪延期、来夏も祝日移動へ　海の日・スポーツの日・山の日,"新型コロナウイルス感染拡大の影響で', '・パラリンピックが来夏に延期されたことを受け、超党派の大会推進議員連盟は２日、「海の日」「スポーツの日」「山…",毎日新聞,2020/4/3,https://mainichi.jp/articles/20200403/ddm/005/050/099000c
新たな五輪開幕までの日数　県がカウントダウン再点灯　／山梨,"新型コロナウイルスの感染拡大で開催が延期された', '・パラリンピックの新たな日程が決まったことを受け、県は３月３１日、各開会式までの日数を示す２基の…",毎日新聞,2020/4/1,https://mainichi.jp/articles/20200401/ddl/k19/050/150000c
